image_path,caption,emoset label,paletz pred,paletz pred id,goemo pred,goemo pred id,semeval pred,semeval pred id
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_11175.jpg,"A charming holiday figurine of Santa Claus stands against a warm wooden backdrop. Dressed in a traditional red suit with a white fur trim, he holds festive decorations, including a small sprig of holly and a jingle bell necklace. The scene evokes a sense of joy and nostalgia, celebrating the warmth and spirit of the festive season. The details of the figurine suggest a cheerful and welcoming emotion, inspiring feelings of happiness and holiday cheer.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_08798.jpg,"A young boy sits alone on a bench, hunched over with his head down and hands clasped in his lap. His body language conveys a sense of sadness or contemplation, surrounded by empty space on the adjacent bench. The muted colors and isolated setting amplify feelings of loneliness or introspection.",7,sadness,7,sadness,7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03600.jpg,"A young girl sits confidently on a man's shoulders, her bright floral top and colorful hat standing out against the blurred, bustling crowd around them. With a focused expression, she appears engaged and curious, observing her surroundings from her elevated perch, while the man below seems attentive and supportive. This scene captures a sense of wonder and connection as they navigate the lively environment together.",7,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04211.jpg,"In a dimly lit urban scene, a vehicle is engulfed in flames, sending bright orange and yellow fire into the dark night sky. Smoke billows all around, creating an atmosphere of chaos and danger. In the foreground, a figure is captured mid-run, conveying a sense of urgency and fear. The overall mood is tense and volatile, highlighting feelings of panic and unrest in the midst of destruction.",4,fear,6,fear,6,fear,6
C:\Users\manee\EmoSet-118K-7\image/fear/fear_09756.jpg,"Two classic monster figures stand together, both with raised hands as if expressing alarm or surprise. The green-skinned figure, reminiscent of Frankenstein’s monster, displays a worried expression with wide eyes and a slight grimace. Next to them, a creature resembling a suave yet troubled character sports a similar look of distress, with a pronounced frown and a visible scar marking their forehead. The overall scene conveys a sense of panic and urgency, suggesting they might be caught in a moment of fright or confusion.",6,fear,6,fear,6,fear,6
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_01472.jpg,"In a vibrant urban setting, a young man wrapped in a colorful rainbow flag and two women, one in a traditional hijab and the other in festive attire, all share radiant smiles as they pose for a photo. The atmosphere is filled with joy and celebration, reflecting a spirit of inclusivity and unity. The background features a lively, multicolored mural, enhancing the cheerful ambiance of the moment.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_05259.jpg,"The image captures a vibrant moment of joy and celebration at a lively event. A smiling individual embraces another person from behind, both appearing to enjoy the music and atmosphere, evident from their relaxed postures and expressions. The colorful lighting adds a festive touch, enhancing the sense of happiness and excitement in the scene.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03666.jpg,"The image showcases a festive scene featuring a cheerful reindeer ornament, shiny gold and red Christmas ornaments, and a playful figurine in a blue outfit sitting on a yellow sled. The vibrant colors and shiny textures reflect a sense of joy and celebration, evoking warm, nostalgic feelings associated with the holiday season.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09595.jpg,"The image captures a vibrant Ferris wheel illuminated with bright purple and orange lights against a dark evening sky. The glowing colors reflect beautifully on the water surface below, creating an enchanting atmosphere that evokes feelings of joy and excitement. The scene conveys a sense of wonder and celebration, reminiscent of a festive fair or carnival, inviting viewers to experience the thrill of a night out.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_05366.jpg,"A serene young woman stands amidst lush greenery in a greenhouse, her eyes closed in a moment of reflection. She lightly touches a leaf, embodying a sense of tranquility and connection with nature, suggesting feelings of peace and introspection. The soft light filtering through the plants adds to the calming atmosphere, enhancing the emotional depth of the scene.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_05313.jpg,"In this dynamic image, a focused cyclist navigates a challenging terrain during a race. Her determined posture, with a strong grip on the handlebars and a slight lean forward, conveys a sense of concentration and intensity. The vibrant colors of her gear and the surrounding environment highlight the competitive spirit of the event. This encapsulates a feeling of perseverance as she tackles obstacles, showcasing the emotional commitment required in cycling sports.",3,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12038.jpg,"In this poignant scene, an abandoned brick building stands against a backdrop of freshly fallen snow, evoking a sense of desolation and loss. Along the base of the structure, colorful wreaths are laid out, starkly contrasting with the cold, lifeless surroundings. The combination of the weathered building, the serene snow, and the sombre memorials creates a powerful atmosphere of remembrance and mourning, inviting contemplation on themes of grief, history, and the passage of time.",6,sadness,7,sadness,7,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_14138.jpg,"A solitary bird walks gracefully along a shimmering beach at sunset, its reflection mirrored in the gentle waves. The warm hues of gold and soft orange in the sky evoke a sense of tranquility and peace, suggesting a moment of calm contemplation and serenity in nature. The bird's delicate movement through the serene setting captures the essence of quiet introspection and the beauty of solitude.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_03176.jpg,"A disheveled pile of discarded plastic bags and clothing lies on an urban street, conveying a sense of neglect and environmental pollution. The crumpled textures and faded colors suggest a lack of care, evoking feelings of sadness and concern for the state of the environment.",5,sadness,7,disgust,5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_11241.jpg,"A beautifully arranged scene of culinary ingredients showcases a bowl of golden, crunchy toppings beside delicate strands of noodles. The vibrant red chili slices hint at a bold flavor profile. This composition evokes a sense of excitement and anticipation, suggesting the joy of preparing a delicious meal filled with rich flavors and textures.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_10650.jpg,"The image features a close-up of a spider suspended in its intricately woven web, glistening with dewdrops. The spider, with its vivid colors, appears poised and deliberate, embodying a sense of focus and determination. The surrounding background is slightly blurred, giving a feeling of depth and enhancing the spider's presence. The overall mood conveys a mix of fascination and slight unease, reflecting both the beauty and the inherent predatory nature of the spider.",5,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_09886.jpg,"In this intense moment captured in the boxing ring, two young fighters are engaged in a focused showdown. The athlete on the left, dressed in blue, demonstrates a defensive stance, signaling concentration and anticipation as he prepares for an oncoming attack. The fighter on the right, in red, exudes determination and readiness, his gaze fixed intently on his opponent, reflecting an eagerness to strike. The atmosphere is charged with tension, showcasing the raw emotions of competition—fear, excitement, and the",4,excitement,3,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_01110.jpg,"The image features a doll with fabric wrapped around its face, wearing sunglasses and a dark coat. The combination of the covering and the glasses creates an anonymous, mysterious appearance, suggesting feelings of concealment and intrigue. The doll’s serious posture and the shadows cast on its face add a sense of tension, evoking emotions of curiosity and unease.",6,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_10562.jpg,"A towering structure engulfed in bright flames illuminates the night sky, as thick plumes of smoke billow upward. Silhouettes of onlookers stand at a distance, capturing a moment that evokes a mix of awe and fear. The intense heat and chaotic beauty of the fire evoke feelings of destruction and transformation, stirring a profound sense of both loss and celebration in this dramatic scene.",4,happiness,2,fear,6,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04799.jpg,"A close-up view of a cockroach lying on a surface dotted with specks of dirt and debris, evoking feelings of disgust or unease. The insects' shiny, dark body contrasts with the surrounding grime, creating a visceral reaction as it typically symbolizes uncleanliness or decay in a domestic setting.",5,fear,6,disgust,5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10465.jpg,"A surfer skillfully rides a turbulent wave, demonstrating a blend of focus and exhilaration. The dynamic spray of water around them highlights the thrill of the moment, suggesting a sense of adventure and determination. Their balanced stance and outstretched arms convey confidence amidst the chaos of the ocean.",3,happiness,2,amusement,0,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06479.jpg,"A romantic setting is captured here, featuring elegantly arranged glasses of sparkling champagne accompanied by scattered rose petals on a table. The ambiance suggests a celebration or intimate gathering, evoking feelings of love, joy, and warmth. The presence of fresh food hints at a special occasion, enhancing the overall mood of togetherness and affection.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_08437.jpg,"In this dynamic soccer scene, players are intensely engaged, showcasing a mix of determination and competitive spirit. One player, in a blue jersey, is maneuvering skillfully around opponents, conveying a sense of urgency and focus. The defenders, wearing white, display a combination of effort and tension as they attempt to intercept the ball. The goalkeeper, positioned attentively, adds to the high-stakes atmosphere. Overall, the image captures a moment of rivalry, reflecting emotions of excitement and determination from all players involved",3,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_04686.jpg,"A close-up view of a vibrant sunflower, its bright yellow petals radiating warmth and joy, surrounds a dense circular cluster of dark seeds at the center. The flower stands out against a blurred background of green foliage, evoking feelings of happiness, positivity, and the beauty of nature in full bloom.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_07745.jpg,"The image features a striking and chaotic pile of books cascading down in an uncontrolled manner, suggesting feelings of disarray and neglect. The scattered pages and disheveled covers evoke a sense of loss or abandonment, highlighting the forgotten stories and knowledge within. This visual can inspire emotions of nostalgia, curiosity, or even sadness, as it represents both the potential of knowledge and the reality of its deterioration.",5,happiness,2,sadness,7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_10147.jpg,"In this tranquil scene, a lone cow grazes peacefully on a grassy hill as a thick fog envelops the landscape. The mist softly shrouds the distant buildings and trees, creating a serene and contemplative atmosphere. The muted colors and gentle composition evoke feelings of calmness and solitude, illustrating a quiet moment in nature where time seems to stand still.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_01866.jpg,"A busy bee delicately lands on a vibrant yellow flower, surrounded by a backdrop of soft purple hues. The intricate details of the bee and the petals are highlighted, conveying a serene moment of harmony in nature. This image evokes a sense of tranquility and joy, reflecting the beauty of life's small, yet significant interactions.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04785.jpg,"In this image, a man dressed in military camouflage holds a sign that makes a provocative statement about protest and civil rights, reflecting a strong stance against perceived injustices. His expression suggests determination and defiance, capturing the spirit of activism. Surrounding him are fellow protesters, implying a collective sense of purpose and urgency in advocating for change. The emotions present are likely a mix of passion, frustration, and hope for justice.",4,happiness,2,anger,4,optimism,3
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_04863.jpg,"The image features a somber statue of a woman, her face tilted slightly downward, reflecting an emotion of contemplation or sorrow. With one hand raised to her forehead, she appears to be in deep thought or distress, while the other hand rests gently on an urn, symbolizing loss or remembrance. The green patina on the statue enhances the melancholic atmosphere, further deepening the sense of introspection and emotional weight. This poignant expression conveys feelings of grief and reflection.",7,happiness,2,sadness,7,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_08287.jpg,"The image features a macaque with a contemplative expression, its eyes reflecting curiosity and wisdom. The slight furrow in its brow suggests an introspective mood, while its slightly open mouth adds a hint of vulnerability. The combination of these features creates an overall sense of calmness mixed with inquisitiveness, inviting viewers to ponder what the monkey might be thinking or feeling.",7,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_12221.jpg,"In the image, a person is joyfully participating in a parade while wearing a humorous inflatable airplane costume and waving to the crowd. The vibrant atmosphere is filled with spectators gathered along the street, some even perched on rooftops, suggesting a lively celebration. The emotions conveyed are happiness, excitement, and a sense of fun, as the individual embraces the playful spirit of the event.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01142.jpg,"A tranquil scene captures a wooden boat gently resting by the shore, surrounded by still waters that reflect the soft hues of early morning. The misty backdrop and muted colors evoke a sense of calm and serenity, inviting feelings of peace and contemplation. The untouched landscape suggests a moment frozen in time, where nature reigns quietly, encouraging the viewer to pause and appreciate the simplicity of the moment.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_12857.jpg,"The image depicts a row of weathered, abandoned buildings along a desolate road, surrounded by dry terrain and a clear blue sky. The dilapidated wooden structures, with peeling paint and broken windows, evoke a sense of nostalgia and loneliness. A solitary tree stands nearby, adding to the feeling of abandonment and quietude. The overall atmosphere communicates a poignant mix of desolation and the passage of time, suggesting a story of once-thriving life that has faded away.",7,sadness,7,anger,4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_07349.jpg,"The image depicts a serene morning landscape, featuring tall, delicate wildflowers with a intricately woven spider's web glistening in the early sunlight. The mist rolls gently over the green fields in the background, creating a peaceful and tranquil atmosphere. This composition evokes feelings of calmness, beauty, and the quiet magic of nature at dawn.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_01583.jpg,"The image depicts a scene of devastation, with a partially collapsed building and debris scattered across a barren landscape. The remnants of what once may have been a vibrant structure are now reduced to chaotic piles of twisted metal and shattered materials. The overcast sky looms above, contributing to an overarching sense of desolation and loss. This stark environment evokes emotions of sadness and despair, reflecting the aftermath of destruction and the challenges of recovery.",7,sadness,7,sadness,7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_11192.jpg,"A warm family moment captured with an elderly couple smiling happily, surrounded by colorful flowers, indicating love and joy. The man, wearing glasses and a cozy sweater, has his arm around the woman, who looks content and grateful. In the background, a young child peeks out playfully, adding an element of joy and lightheartedness to the scene. The atmosphere is filled with warmth, affection, and connection.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11169.jpg,"A serene view of a majestic dome-shaped building nestled among lush green trees under a bright blue sky adorned with soft, fluffy clouds. The scene radiates tranquility and contemplation, evoking a sense of peace and reflection. The architectural elegance of the structure complements the natural beauty surrounding it, inviting one to appreciate the calm and inspiring atmosphere.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18748.jpg,"A vibrant and colorful ferris wheel stands tall against a bright blue sky, with fluffy clouds drifting by. The playful arrangement of the gondolas in various shades suggests a sense of fun and excitement, inviting feelings of joy and nostalgia associated with amusement parks and carefree moments. The scene evokes a lighthearted atmosphere, perfect for capturing the thrill and happiness of a day out.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12279.jpg,"A menacing figure with an exaggerated grin, wearing a weathered fedora and a striped sweater, stands imposingly against a textured background. His clawed hand is raised in a gesture that conveys both a challenge and a taunt. The overall atmosphere is dark and foreboding, evoking feelings of fear and intimidation.",6,anger,4,fear,6,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_09470.jpg,"The image depicts a humanoid figure with a gray, textured face and an expression of shock or horror, marked by wide eyes and an open mouth as if in a scream. The body appears disheveled and dirty, contributing to a sense of unease. The posture, with arms slightly drawn inward, suggests a feeling of vulnerability or fear. This combination of elements conveys a strong emotion of terror or distress.",6,happiness,2,fear,6,fear,6
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03475.jpg,"A delicate porcelain cup adorned with beautiful pink roses sits gracefully on a wooden surface, accompanied by a freshly picked pink rose. The soft light filtering through the greenery in the background creates a serene and tranquil atmosphere, evoking feelings of calmness and nostalgia. The combination of elegance and nature suggests a gentle warmth, inviting moments of reflection and appreciation for simple beauty.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_00112.jpg,"A vibrant arrangement of brightly colored eggs—yellow, pink, and blue—sits on elegant white plates, creating a cheerful atmosphere. Nearby, a fresh yellow tulip adds a touch of nature, while small candies and glasses of juice enhance the festive setting. The overall scene exudes a sense of joy and celebration, evoking feelings of warmth and togetherness, often associated with springtime gatherings and festive occasions.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_06893.jpg,"A muddy mountain biker peddles through a lush green forest, displaying focus and determination. His intense expression suggests a mix of effort and exhilaration, indicative of pushing through a challenging ride. The dirt on his jersey and face emphasizes the grueling nature of the sport, while the vibrant colors of his cycling gear contrast with the natural surroundings. This scene captures the thrill and resilience often felt during an adventure in the great outdoors.",1,happiness,2,amusement,0,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_06409.jpg,"A well-dressed man sits comfortably on a stone bench in a lush garden, surrounded by vibrant greenery and flowering plants. He has a gentle smile and a relaxed posture, exuding a sense of contentment and tranquility. The bright blue sky above and the well-kept hedges in the background enhance the serene atmosphere, suggesting he is enjoying a peaceful moment in nature.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_19676.jpg,"In this dynamic rugby scene, a player in a blue and yellow jersey is captured mid-action as he prepares to pass the ball, displaying intense focus and determination. The player’s body language suggests urgency and a competitive spirit, while his teammate, positioned behind him, exhibits a watchful expression, hinting at the anticipation of the play's outcome. The vibrant green field adds to the energetic atmosphere, emphasizing the adrenaline and passion often felt during competitive sports.",3,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_04047.jpg,"In this vibrant scene, a group of four performers captures a playful and humorous spirit. They exhibit exaggerated facial expressions and dynamic poses, conveying excitement and comedic energy. The mix of colorful costumes—from a vest and glasses to a lab coat and a western outfit—enhances the lighthearted atmosphere. Their synchronized movements and expressive looks suggest they are engaged in an entertaining performance, likely evoking laughter and enjoyment from the audience. The overall emotion present is one of joy and amusement.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_08712.jpg,"A breathtaking view of towering mountains capped with snow, where a cascading waterfall flows down the rocky face. The foreground features a mix of barren branches and patches of grass, hinting at the transition from winter to spring. The scene evokes a sense of awe and tranquility, capturing the majestic beauty of nature in a serene yet powerful moment.",1,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04265.jpg,"The image captures a disheartening scene of littered cigarette butts scattered across a sandy surface. The discarded remnants, some burnt and others intact, evoke feelings of neglect and pollution. This visual representation highlights environmental disregard, provoking a sense of sadness and concern for public health and cleanliness. The overall composition suggests a pressing need for awareness and action regarding waste management and the impact of smoking on the environment.",5,sadness,7,disgust,5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03691.jpg,"The image depicts the interior of a spacecraft or a similar technological environment, characterized by a tangle of wires, control panels, and mechanical elements surrounding a central seating area. A bright light shines from a circular opening, suggesting a contrast between the dark, enclosed space and the outside world. The overall atmosphere conveys a sense of isolation and confinement, possibly evoking feelings of tension or anticipation as one navigates the complexity of the machinery and the unknown beyond.",7,happiness,2,surprise,1,optimism,3
C:\Users\manee\EmoSet-118K-7\image/fear/fear_00385.jpg,"The image portrays a woman with a somber expression, her hands on her face in a gesture that conveys distress or introspection. The striking visual of skeletal projections on her skin adds a layer of depth, symbolizing themes of vulnerability and mortality. This combination evokes a powerful emotion of existential reflection or anxiety, inviting viewers to consider the fragility of life and the struggle within oneself.",6,happiness,2,disgust,5,fear,6
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_09638.jpg,"In this serene scene, a group of elegant white flamingos gracefully wade through the calm waters, creating a harmonious environment. In contrast, a solitary black swan floats among them, its vibrant colors drawing attention. The overall mood is tranquil, yet there’s a subtle tension introduced by the presence of the black swan, which can evoke feelings of uniqueness, curiosity, or even isolation. The lush greenery adds to the peaceful ambiance, inviting a sense of reflection.",5,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01433.jpg,"A serene landscape showcasing a tranquil lake surrounded by vibrant autumn foliage and tall grasses. The calm water reflects the clear blue sky and scattered clouds, creating a peaceful scene. This harmonious setting evokes feelings of calmness, relaxation, and the beauty of nature. The gentle rustle of the leaves and the stillness of the water amplify the sense of serenity present in the environment.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_08293.jpg,"A joyful bride beams with excitement, lifting her wedding gown playfully to reveal vibrant sneakers underneath. The contrast of her elegant dress and sporty shoes embodies a cheerful, carefree spirit, celebrating a special day with personality and fun. The lush greenery in the background adds to the cheerful atmosphere, enhancing the sense of happiness and spontaneity.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_18836.jpg,"In a dimly lit, abandoned space, a solitary figure stands in the center, dressed in a dark hoodie. The atmosphere is heavy with isolation and introspection, as light filters through a large window, casting shadows on the worn wooden floor. The empty surroundings amplify a sense of solitude, evoking emotions of contemplation and vulnerability. The figure, holding an object in their hands, appears lost in thought, radiating a mix of sadness and contemplation in this stark, urban environment.",3,sadness,7,sadness,7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_03031.jpg,"A serene family moment captured in a blooming orchard. The mother gently closes her eyes with a peaceful smile, embodying warmth and contentment. The father leans in to kiss her cheek while tenderly holding their baby, who looks curiously at the camera. The lush greenery and blossoms around them enhance the atmosphere of love and connection, reflecting a deep sense of joy and familial bliss.",6,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15071.jpg,"A vibrant, colorful spread elegantly arranged on a bright green banana leaf showcases a traditional meal, exuding a sense of warmth and hospitality. Each element—from the fluffy rice and rich curries to the fresh vegetables and lightly fried snacks—invites a feeling of joy and indulgence, hinting at a celebration or feast. The delicateness of the accompanying flower accentuates the beauty of the meal, enhancing the overall emotion of delight and satisfaction in this idyllic dining experience.",2,happiness,2,joy,2,joy,0
