image_path,caption,emotion_id,paletz_pred,paletz_pred_id
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_19315.jpg,"a man is climbing up a rock in the desert
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_03464.jpg,"a group of people holding signs and walking down the street
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_09071.jpg,"a young girl in a pink coat holding a paper
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_11015.jpg,"a grave marker with the name of duke butler
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14697.jpg,"two young women posing for a picture in the grass
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_12143.jpg,"a man riding a wave on a surfboard
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03958.jpg,"a statue of an angel resting on a tombstone
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11089.jpg,"two people cross country skiing on a snowy mountain
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_02654.jpg,"a door with a bunch of clothes and other things in it
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_11499.jpg,"a young boy in pajamas playing with toy trains
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_04566.jpg,"a carnival ride at night with lights on it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_06479.jpg,"a man dressed as a zombie is standing in the grass
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_02862.jpg,"a dog laying on a bed with a blanket
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_04894.jpg,"a bird with a long beak standing in the grass
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_01935.jpg,"a man sitting on a bench
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00721.jpg,"a cigarette with a wrapper and a piece of paper
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_09186.jpg,"a snake with a long neck and a small head
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_00549.jpg,"a group of birds flying over the beach
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18825.jpg,"a ferris wheel is shown against a blue sky
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_08127.jpg,"a tunnel with graffiti on the walls
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05914.jpg,"a little girl riding a toy car in front of a christmas tree
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_04251.jpg,"three girls with tattoos pose for a picture
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08597.jpg,"a spider is sitting in its web
",5,fear,6
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_16512.jpg,"a cat laying on a green blanket on a bed
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_03294.jpg,"a satellite image shows smoke rising from the city of new york
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_13149.jpg,"a man standing on top of a mountain looking at the snow covered mountains
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09047.jpg,"a baby is looking at a santa claus doll
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_11660.jpg,"a man laying on his bed with his eyes closed
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_09787.jpg,"a man holding a baby in front of a crocodile
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_00044.jpg,"a woman and a baby on a boat
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06249.jpg,"a baked potato with sour cream and chives
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_05424.jpg,"a paper bat hanging from a string
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11793.jpg,"the alps in switzerland
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06479.jpg,"a table with two glasses of champagne and a plate of food
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_07289.jpg,"a young girl sitting on the floor with a book and a snow leopard
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_09783.jpg,"two men in red and black soccer uniforms walking on the field
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_16849.jpg,"a woman in a pink dress and pink umbrella walking down the street
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00637.jpg,"a man with a blue eyes staring at the camera
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_06077.jpg,"a priest is giving a man a cup of wine
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06099.jpg,"three people dressed as santa claus and elves
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_17687.jpg,"a man on a tree top with a football
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_08748.jpg,"a sea lion yawning with its mouth open
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12338.jpg,"a statue of an owl sitting on top of a star
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_01941.jpg,"a toilet with a bucket next to it
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09206.jpg,"a group of women wearing bunny ears and bunny ears
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_08469.jpg,"a dog laying in the grass
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_10371.jpg,"an orange poppy is in the middle of a field
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_11297.jpg,"a woman jumping on a rock in a park
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_04497.jpg,"a man with a bloody neck and a bloody face
",6,anger,4
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_09521.jpg,"a pile of trash and other items in a garbage bin
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_10827.jpg,"a pile of old train tracks near a river
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02104.jpg,"two women walking down the street
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05415.jpg,"a gold ornament hanging from a christmas tree
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_07788.jpg,"a woman in a red dress standing in front of a purple house
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_01378.jpg,"a window with a dartboard and plants
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_07871.jpg,"a man with glasses and a beard is holding a cardboard box
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_17200.jpg,"fried eggs on a plate
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_08712.jpg,"a mountain with snow and rocks in the foreground
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_04087.jpg,"a hallway with several doors and a light
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_10003.jpg,"pink rose photograph - pink rose fine art print
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16010.jpg,"two people laying on a beach blanket with pizza
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02657.jpg,"photograph - carnival ride by person
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_01500.jpg,"a sunset is reflected in the water of a canal
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_05455.jpg,"a small jumping spider on a leaf
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_06608.jpg,"a man in a black jacket looks down at his phone
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_12027.jpg,"a rainbow over a green field with hills and trees
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_13956.jpg,"a view of the desert from a rocky hillside
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_17142.jpg,"two toddlers playing on the floor with toys
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10338.jpg,"three people riding on tubes in a river
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02946.jpg,"two lions yawning in the grass
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_01008.jpg,"a woman in boots and a short skirt on stage
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03563.jpg,"a lego santa claus figure is standing in the snow
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03663.jpg,"a large stone tombstone
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14054.jpg,"two children playing on an inflatable slide
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00984.jpg,"a graveyard with many tombstones in the grass
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03603.jpg,"a ferris wheel is shown against a blue sky
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_13971.jpg,"a red ornament with the cincinnati bear logo on it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02799.jpg,"a fire is burning in front of a building
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06973.jpg,"a flock of flamingos standing on a rock in the water
",0,fear,6
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03735.jpg,"a crowd of people walking around a large globe
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_05268.jpg,"a woman with dreadlocks standing in front of a mural
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_03129.jpg,"a woman with white hair and a black and white striped shirt
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_01644.jpg,"a hockey player is running after the puck
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_08534.jpg,"a little girl sitting at a table with a coloring book
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_11817.jpg,"a woman with a smile on her face
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09277.jpg,"the front door of the old court house in the town of mackay, north qld,",7,happiness,2
C:\Users\manee\EmoSet-118K-7\image/anger/anger_10804.jpg,"a group of people holding up signs with the words on the children
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02543.jpg,"a black and white photo of a cat with its mouth open
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_04898.jpg,"yellow flowers in front of a mountain
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_09702.jpg,"a grassy hillside
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09346.jpg,"soap bubbles in the park
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_11504.jpg,"a little girl in a white dress is standing on the beach
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_13252.jpg,"a man dressed up as a zombie holding a large piece of meat
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/awe/awe_07539.jpg,"a person flying a parachute in the sand
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_02000.jpg,"a close up of a grasshopper with a large green and yellow head
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_08661.jpg,"a woman sitting on a bench
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_05439.jpg,"a woman with red hair hugging two girls
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02624.jpg,"two young boys wearing helmets and smiling
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02049.jpg,"a bull is running towards a man with a red cape
",4,anger,4
C:\Users\manee\EmoSet-118K-7\image/fear/fear_06406.jpg,"a wooden mask with a face on it
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_03551.jpg,"the mountains are reflected in the water of a lake
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_19312.jpg,"a person dressed as a pluto mascot walks down the street
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_04218.jpg,"a man with a face painted on his face sitting at a table with a woman
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14646.jpg,"a penguin ornament hanging from a christmas tree
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_08743.jpg,"a group of people sitting around a table with paper flying around
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00192.jpg,"a group of people making a star with their hands
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03276.jpg,"a man in a hat with a butterfly on it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_02952.jpg,"a young boy with a clown wig and a red nose
",7,anger,4
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06599.jpg,"a white dog wearing a birthday hat
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_00724.jpg,"a close up of a blue skull on a black background
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12507.jpg,"a turkey vulture is perched on a tree branch
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_09090.jpg,"a woman wearing a blue jacket
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_07136.jpg,"a cow standing next to a pile of garbage
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09527.jpg,"a man in a green jacket sitting on a bench
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_10233.jpg,"two dogs playing with stuffed animals on a bed
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_10868.jpg,"a group of men holding up signs with british flags
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_04707.jpg,"a woman in a wet shirt and headband sitting on a boat
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_03150.jpg,"a bride and groom are having fun on the beach
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_18651.jpg,"a surfer riding a wave in the ocean
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_13046.jpg,"a bouquet of colorful tulips is shown in this image
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02421.jpg,"four young women sitting on a log in the woods
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_11910.jpg,"a clown mask is displayed on the wall of a restaurant
",6,anger,4
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01814.jpg,"a woman sitting at a picnic table with a dog
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_07047.jpg,"a buddha statue with a colorful ribbon around it
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_06247.jpg,"a lone tree on a hillside with the sun shining
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_01804.jpg,"a minnie mouse dressed in a colorful outfit
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_02710.jpg,"a beautiful sunset over the ocean with footprints in the sand
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_14185.jpg,"a seagull is perched on a pole in front of a ferris wheel
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09791.jpg,"a man sitting on a rock in the water
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11547.jpg,"a tree with purple flowers against a blue sky
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_02881.jpg,"a little girl is looking at flowers in a park
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_04886.jpg,"a woman in a soccer uniform kicking a soccer ball
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_10843.jpg,"a pile of cars that have been destroyed
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_00284.jpg,"a tunnel in the dark with light coming through
",6,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_04791.jpg,"a beautiful blonde woman sitting in the water
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16687.jpg,"a red lily with water droplets on it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_01694.jpg,"a white parrot with a colorful beak
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01612.jpg,"a woman and a little girl smiling for the camera
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_16217.jpg,"a cappuccino with a swirl of white foam
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00521.jpg,"a store with a lot of junk on the sidewalk
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12769.jpg,"a baby sleeping on a couch with a pacifier
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_17091.jpg,"a lego man with a pipe in his hand
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_09551.jpg,"woman holding a bouquet of flowers by jessica lindblad for stocksy united
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_10717.jpg,"a rainbow appears over the falls at the columbia river gorge
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00957.jpg,"a woman is standing in front of a wooden door
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_01992.jpg,"disney world is a magical place to visit during the holidays
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_10701.jpg,"a man in yellow jacket walking through a forest
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_15918.jpg,"a man wearing a hat with many colorful balloons
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_02239.jpg,"a red fire hydrant
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_01614.jpg,"a black and white photo of a wall with a tree in the background
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_09230.jpg,"a woman in a life jacket is holding a dolphin in the water
",3,fear,6
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_03198.jpg,"a dog laying in the grass with a frisbee
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_05053.jpg,"a man sitting on the sidewalk with his head down
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12617.jpg,"a woman sitting at a table with food and a glass of wine
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_05503.jpg,"an old woman sitting on the ground near a stone wall
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_00477.jpg,"two children sitting on a wooden chair with their arms crossed
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_05979.jpg,"a pile of food on a table
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_04434.jpg,"a butterfly is sitting on some flowers
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09898.jpg,"good luck apple wallpaper
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02804.jpg,"a carousel with horses on it in a park
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04703.jpg,"a bag of rocks and shells on the ground
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_10963.jpg,"a black and white photo of two people playing cellos
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_17060.jpg,"two children in bathing suits eating ice cream
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_07954.jpg,"war of the worlds by james mccormick
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_13765.jpg,"a man in a white suit and a woman in a red dress
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_15513.jpg,"a man playing the violin in a field
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_11948.jpg,"two dogs sitting on the grass in front of tents
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_11887.jpg,"a skull with a missing tooth and a missing tooth
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09577.jpg,"a woman in a blue shirt standing in front of a wooden house
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_01069.jpg,"a man with a beard and a cap laughing
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_16380.jpg,"a man dressed as a jester with a sword
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_07569.jpg,"a toy of a woman holding a batman figurine
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_07003.jpg,"a bird's nest with a spider web hanging from it
",5,fear,6
C:\Users\manee\EmoSet-118K-7\image/fear/fear_13353.jpg,"two women dressed as clowns pose for a photo
",6,anger,4
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_12872.jpg,"a tree with orange leaves in the fall
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03239.jpg,"a black and white photo of a dog laying on a tiled floor
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_03068.jpg,"a bottle of water sitting on the ground next to a trash can
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_04364.jpg,"disneyland fireworks
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_12809.jpg,"a man and woman standing next to each other in front of a city
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14725.jpg,"a man in a suit
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_13911.jpg,"a black and white photo of a hallway with two rabbit heads
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_02118.jpg,"a young girl with zombie makeup on her face
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12401.jpg,"a table with several dishes of food and chopsticks
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_08311.jpg,"a tiger walking through the grass
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00294.jpg,"a grave with flowers and a statue of a man
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_00609.jpg,"a large jet airplane flying through the air
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02712.jpg,"a tiger yawning in the grass
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15575.jpg,"a calico cat is sleeping on a bed
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_11440.jpg,"a cat laying on a bed with a blanket
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_10260.jpg,"a black and white photo of a pile of rubble
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_00677.jpg,"a man in a santa suit handing out bottles of water to people
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09537.jpg,"a young girl in a traditional korean dress dancing
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_10334.jpg,"two people on skis are climbing up a mountain
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16473.jpg,"a large white dog laying in the snow
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_08284.jpg,"a young child sitting on the sand with a sand castle
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_05926.jpg,"a plate of blueberry muffins with chocolate drizzle
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_06946.jpg,"a young girl holding a bouquet of flowers
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18522.jpg,"the orlando eye at night
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14937.jpg,"a cat is looking at a plate of food
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_08890.jpg,"a woman and a child laying on a bed
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08783.jpg,"a large piece of meat on a baking tray
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_05390.jpg,"a man in a hazmat suit holding a banana
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_09120.jpg,"a man and woman laying in the grass kissing
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_05566.jpg,"two women in yellow jackets holding a box
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_02587.jpg,"a dolphin jumping out of the water
",3,fear,6
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_01196.jpg,"orange and brown flowers are shown in a field
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_01615.jpg,"the grave of cook troop k cavalry, spanish american war
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_17978.jpg,"a blurry photo of a statue with lights on it
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03530.jpg,"a small lego figure is sitting on a tombstone
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_04206.jpg,"bee on sunflower
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_02611.jpg,"a gray cat laying on top of a cat tree
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_04651.jpg,"a man in a hat and tie singing into a microphone
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_05663.jpg,"a statue of a woman in a dress
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_07314.jpg,"a man with his hands up in the air while singing
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16860.jpg,"a group of children in wet clothes standing in a stream
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_09075.jpg,"a man with a face made of a statue
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02262.jpg,"a crocodile with its mouth open and its mouth open
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_05880.jpg,"a young girl is playing with bubbles in the grass
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_08462.jpg,"the london eye is seen in the background
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06432.jpg,"a worm is crawling on a tree trunk
",5,fear,6
C:\Users\manee\EmoSet-118K-7\image/anger/anger_10924.jpg,"a man in a lab coat holding a sign that says inequality makes us sick
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_18996.jpg,"a man with colorful hair and a scarf on his head
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_09552.jpg,"a man holding a sign that says the worst part of censorship is the government
",4,anger,4
C:\Users\manee\EmoSet-118K-7\image/anger/anger_07105.jpg,"cheetah eating meat
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18676.jpg,"a plate of tomatoes, olives and cheese on a table
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_08884.jpg,"a man holding a sign that says advance science
",4,amusement,0
